renamed_proteinid,proteinid,og_number
cele1113,CE48022,no_og
cele1114,CE06757,no_og
cele1115,CE43377,no_og
cele1116,CE16806,no_og
cele1117,CE30850,no_og
cele1118,CE50010,no_og
cele1119,CE50038,no_og
cele1120,CE31404,og
cele1121,CE44229,og
cele1122,CE52594,no_og
cele1123,CE41754,no_og
cele1124,CE32564,no_og
cele1125,CE52335,no_og
cele1126,CE07872,no_og
cele1127,CE07860,no_og
cele1128,CE34521,no_og
cele1129,CE07862,no_og
cele1130,CE35215,no_og
cele1131,CE35216,no_og
cele1132,CE07865,no_og
cele1133,CE07866,no_og
cele1134,CE37951,no_og
cele1135,CE47931,no_og
cele1136,CE48183,no_og
cele1137,CE03912,no_og
cele1138,CE45779,no_og
cele1139,CE25752,no_og
cele1140,CE37604,no_og
cele1141,CE03905,no_og
cele1142,CE03906,no_og
cele1143,CE37605,no_og
cele1144,CE31874,no_og
cele1145,CE42823,no_og
cele1146,CE45793,no_og
cele1147,CE45734,no_og
cele1148,CE41349,no_og
cele1149,CE00764,no_og
cele1150,CE45119,no_og
cele1151,CE30419,no_og
cele1152,CE00872,og
cele1153,CE44177,no_og
cele1154,CE00874,og
cele1155,CE00875,no_og
cele1156,CE52045,no_og
cele1157,CE34650,no_og
cele1158,CE07873,no_og
cele1159,CE07874,no_og
cele1160,CE05195,no_og
cele1161,CE32300,og
cele1162,CE05197,og
cele1163,CE05198,no_og
cele1164,CE36095,og
cele1165,CE15580,no_og
cele1166,CE05202,og
cele1167,CE49952,no_og
cele1168,CE52374,no_og
cele1169,CE41978,no_og
cele1170,CE26613,og
cele1171,CE41608,no_og
cele1172,CE40829,no_og
cele1173,CE47663,no_og
cele1174,CE35379,og
cele1175,CE37606,og
cele1176,CE39128,no_og
cele1177,CE03917,og
cele1178,CE38675,no_og
cele1179,CE38676,no_og
cele1180,CE38677,no_og
cele1181,CE38677,no_og
cele1182,CE47317,no_og
cele1183,CE30124,no_og
cele1184,CE48316,no_og
cele1185,CE37182,no_og
cele1186,CE38677,no_og
cele1187,CE07884,no_og
cele1188,CE35951,no_og
cele1189,CE51414,no_og
cele1190,CE51482,no_og
cele1191,CE48319,no_og
cele1192,CE52081,no_og
cele1193,CE35217,no_og
cele1194,CE07890,no_og
cele1195,CE35218,no_og
cele1196,CE27579,og
cele1197,CE38030,no_og
cele1198,CE48255,no_og
cele1199,CE07877,no_og
cele1200,CE45476,no_og
cele1201,CE36265,no_og
cele1202,CE07881,no_og
cele1203,CE45420,no_og
cele1204,CE07883,no_og
cele1205,CE35380,no_og
cele1206,CE48480,no_og
cele1207,CE15375,no_og
cele1208,CE48466,no_og
cele1209,CE48455,no_og
cele1210,CE48431,no_og
cele1211,CE32109,no_og
cele1212,CE32110,og
cele1213,CE07896,no_og
cele1214,CE50727,no_og
cele1215,CE07897,no_og
cele1216,CE50741,no_og
cele1217,CE46989,no_og
cele1218,CE41863,no_og
cele1219,CE50730,no_og
cele1220,CE45600,no_og
cele1221,CE23516,no_og
cele1222,CE07904,no_og
cele1223,CE07905,no_og
cele1224,CE07906,og
cele1225,CE34651,no_og
cele1226,CE36523,og
cele1227,CE46173,no_og
cele1228,CE31287,no_og
cele1229,CE47754,no_og
cele1230,CE33268,no_og
cele1231,CE47784,no_og
cele1232,CE27421,no_og
cele1233,CE50334,no_og
cele1234,CE31288,no_og
cele1235,CE50516,no_og
cele1236,CE50373,no_og
cele1237,CE50397,no_og
cele1238,CE50448,no_og
cele1239,CE50482,no_og
cele1240,CE50340,no_og
cele1241,CE50383,no_og
cele1242,CE50522,no_og
cele1243,CE50370,no_og
cele1244,CE50408,no_og
cele1245,CE50449,no_og
cele1246,CE29657,no_og
cele1247,CE29658,no_og
cele1248,CE29659,no_og
cele1249,CE31289,no_og
cele1250,CE43193,no_og
cele1251,CE05204,no_og
cele1252,CE51527,no_og
cele1253,CE47577,no_og
cele1254,CE05207,no_og
cele1255,CE45041,no_og
cele1256,CE48064,no_og
cele1257,CE05210,no_og
cele1258,CE52571,no_og
cele1259,CE52278,no_og
cele1260,CE47554,no_og
cele1261,CE29558,no_og
cele1262,CE27647,og
cele1263,CE48952,no_og
cele1264,CE16811,no_og
cele1265,CE38264,og
cele1266,CE38265,og
cele1267,CE16812,no_og
cele1268,CE44992,no_og
cele1269,CE44905,no_og
cele1270,CE43148,no_og
cele1271,CE42977,no_og
cele1272,CE46946,no_og
cele1273,CE48933,no_og
cele1274,CE49070,no_og
cele1275,CE48596,no_og
cele1276,CE48634,no_og
cele1277,CE16815,no_og
cele1278,CE30721,no_og
cele1279,CE35221,no_og
cele1280,CE51470,no_og
cele1281,CE42317,no_og
cele1282,CE16821,no_og
cele1283,CE38031,no_og
cele1284,CE25754,no_og
cele1285,CE36911,no_og
cele1286,CE51869,no_og
cele1287,CE51851,no_og
cele1288,CE51903,no_og
cele1289,CE51883,no_og
cele1290,CE32041,no_og
cele1291,CE07907,no_og
cele1292,CE35222,no_og
cele1293,CE27053,no_og
cele1294,CE34652,no_og
cele1295,CE07912,no_og
cele1296,CE45283,no_og
cele1297,CE25755,no_og
cele1298,CE03918,no_og
cele1299,CE40683,no_og
cele1300,CE52462,no_og
cele1301,CE40684,no_og
cele1302,CE17364,no_og
cele1303,CE17366,og
cele1304,CE19674,no_og
cele1305,CE19683,og
cele1306,CE42543,no_og
cele1307,CE46584,no_og
cele1308,CE19676,og
cele1309,CE19677,og
cele1310,CE19678,no_og
cele1311,CE19680,no_og
cele1312,CE47983,og
cele1313,CE19682,no_og
cele1314,CE17367,no_og
cele1315,CE17368,no_og
cele1316,CE30331,no_og
cele1317,CE35223,no_og
cele1318,CE27791,no_og
cele1319,CE19668,no_og
cele1320,CE19669,no_og
cele1321,CE38139,no_og
cele1322,CE19671,no_og
cele1323,CE50132,og
cele1324,CE19673,no_og
cele1325,CE03921,no_og
cele1326,CE03923,og
cele1327,CE03924,og
cele1328,CE45036,no_og
cele1329,CE44844,no_og
cele1330,CE43576,no_og
cele1331,CE43577,no_og
cele1332,CE40435,no_og
cele1333,CE48131,no_og
cele1334,CE05211,no_og
cele1335,CE46559,no_og
cele1336,CE05212,no_og
cele1337,CE03853,no_og
cele1338,CE05213,no_og
cele1339,CE42607,og
cele1340,CE05215,no_og
cele1341,CE05216,no_og
cele1342,CE40544,no_og
cele1343,CE27649,no_og
cele1344,CE27650,no_og
cele1345,CE50081,no_og
cele1346,CE31290,no_og
cele1347,CE32111,no_og
cele1348,CE36972,no_og
cele1349,CE41865,no_og
cele1350,CE27651,no_og
cele1351,CE32112,no_og
cele1352,CE06766,no_og
cele1353,CE06767,no_og
cele1354,CE27652,no_og
cele1355,CE34653,no_og
cele1356,CE15587,og
cele1357,CE15588,no_og
cele1358,CE32791,no_og
cele1359,CE15592,og
cele1360,CE48983,no_og
cele1361,CE41101,no_og
cele1362,CE27793,no_og
cele1363,CE36467,no_og
cele1364,CE48821,no_og
cele1365,CE37475,no_og
cele1366,CE47913,no_og
cele1367,CE43003,no_og
cele1368,CE43182,no_og
cele1369,CE40798,no_og
cele1370,CE31151,og
cele1371,CE49310,og
cele1372,CE00047,no_og
cele1373,CE40685,no_og
cele1374,CE44386,no_og
cele1375,CE46666,no_og
cele1376,CE46985,no_og
cele1377,CE47036,no_og
cele1378,CE51442,no_og
cele1379,CE00880,no_og
cele1380,CE40686,no_og
cele1381,CE33966,no_og
cele1382,CE27794,no_og
cele1383,CE44351,no_og
cele1384,CE33967,no_og
cele1385,CE42840,no_og
cele1386,CE01466,no_og
cele1387,CE27795,no_og
cele1388,CE01467,og
cele1389,CE17370,no_og
cele1390,CE01469,no_og
cele1391,CE35822,no_og
cele1392,CE39217,no_og
cele1393,CE02113,og
cele1394,CE27796,og
cele1395,CE47543,no_og
cele1396,CE31875,no_og
cele1397,CE42893,no_og
cele1398,CE02965,no_og
cele1399,CE33754,no_og
cele1400,CE39218,no_og
cele1401,CE02968,no_og
cele1402,CE40494,no_og
cele1403,CE29480,og
cele1404,CE41192,og
cele1405,CE07920,og
cele1406,CE07921,og
cele1407,CE07922,no_og
cele1408,CE07923,og
cele1409,CE07924,og
cele1410,CE07925,og
cele1411,CE45631,no_og
cele1412,CE28884,no_og
cele1413,CE29481,no_og
cele1414,CE33968,no_og
cele1415,CE31405,no_og
cele1416,CE42584,no_og
cele1417,CE24783,no_og
cele1418,CE30420,no_og
cele1419,CE37698,no_og
cele1420,CE29020,og
cele1421,CE52537,og
cele1422,CE52612,no_og
cele1423,CE30423,no_og
cele1424,CE30424,no_og
cele1425,CE30425,no_og
cele1426,CE03926,og
cele1427,CE01129,og
cele1428,CE01130,og
cele1429,CE29661,og
cele1430,CE29662,og
cele1431,CE03930,no_og
cele1432,CE52586,no_og
cele1433,CE24785,og
cele1434,CE01133,og
cele1435,CE24786,no_og
cele1436,CE01135,og
cele1437,CE37080,og
cele1438,CE44904,og
cele1439,CE44965,og
cele1440,CE29663,og
cele1441,CE30480,og
cele1442,CE01138,og
cele1443,CE24787,og
cele1444,CE36973,og
cele1445,CE32301,no_og
cele1446,CE36974,no_og
cele1447,CE39469,no_og
cele1448,CE02972,no_og
cele1449,CE02973,no_og
cele1450,CE45065,no_og
cele1451,CE26861,og
cele1452,CE29560,og
cele1453,CE16827,og
cele1454,CE51404,og
cele1455,CE32114,og
cele1456,CE33555,no_og
cele1457,CE51327,og
cele1458,CE29022,no_og
cele1459,CE01141,no_og
cele1460,CE37081,no_og
cele1461,CE26863,no_og
cele1462,CE32115,no_og
cele1463,CE38996,no_og
cele1464,CE32116,no_og
cele1465,CE07927,og
cele1466,CE07928,no_og
cele1467,CE35381,no_og
cele1468,CE45981,no_og
cele1469,CE07931,og
cele1470,CE07933,no_og
cele1471,CE27653,no_og
cele1472,CE39317,no_og
cele1473,CE29561,og
cele1474,CE52529,og
cele1475,CE03932,no_og
cele1476,CE33029,no_og
cele1477,CE48133,no_og
cele1478,CE06770,og
cele1479,CE44951,og
cele1480,CE35383,no_og
cele1481,CE03937,no_og
cele1482,CE03938,no_og
cele1483,CE07935,og
cele1484,CE25756,no_og
cele1485,CE07944,no_og
cele1486,CE45689,no_og
cele1487,CE07946,no_og
cele1488,CE50765,no_og
cele1489,CE45683,no_og
cele1490,CE45179,no_og
cele1491,CE45153,no_og
cele1492,CE50694,no_og
cele1493,CE50841,no_og
cele1494,CE50786,no_og
cele1495,CE50804,no_og
cele1496,CE50775,no_og
cele1497,CE50699,no_og
cele1498,CE50847,no_og
cele1499,CE50861,no_og
cele1500,CE50822,no_og
cele1501,CE25757,no_og
cele1502,CE50702,no_og
cele1503,CE07937,og
cele1504,CE25758,no_og
cele1505,CE50698,no_og
cele1506,CE25759,no_og
cele1507,CE50866,no_og
cele1508,CE45152,no_og
cele1509,CE23521,og
cele1510,CE32565,no_og
cele1511,CE23522,no_og
cele1512,CE02976,no_og
cele1513,CE34154,no_og
cele1514,CE46227,no_og
cele1515,CE05224,no_og
cele1516,CE05225,no_og
cele1517,CE52603,no_og
cele1518,CE30853,no_og
cele1519,CE05227,og
cele1520,CE44185,og
cele1521,CE47145,no_og
cele1522,CE47387,no_og
cele1523,CE41609,no_og
cele1524,CE37476,no_og
cele1525,CE33594,og
cele1526,CE37082,og
cele1527,CE02114,og
cele1528,CE46927,no_og
cele1529,CE46975,no_og
cele1530,CE02116,no_og
cele1531,CE02117,og
cele1532,CE20484,no_og
cele1533,CE47441,no_og
cele1534,CE50610,no_og
cele1535,CE18487,no_og
cele1536,CE44661,no_og
cele1537,CE44639,no_og
cele1538,CE50575,no_og
cele1539,CE50588,no_og
cele1540,CE18489,no_og
cele1541,CE42700,no_og
cele1542,CE45602,no_og
cele1543,CE45549,og
cele1544,CE45502,no_og
cele1545,CE07949,no_og
cele1546,CE37699,no_og
cele1547,CE37700,no_og
cele1548,CE07953,no_og
cele1549,CE29023,og
cele1550,CE29024,og
cele1551,CE07955,no_og
cele1552,CE33360,no_og
cele1553,CE34249,no_og
cele1554,CE48207,no_og
cele1555,CE48311,no_og
cele1556,CE49576,no_og
cele1557,CE49540,no_og
cele1558,CE49562,no_og
cele1559,CE03939,no_og
cele1560,CE03941,og
cele1561,CE35224,og
cele1562,CE37607,og
cele1563,CE27661,no_og
cele1564,CE49500,no_og
cele1565,CE30593,og
cele1566,CE31291,og
cele1567,CE31292,og
cele1568,CE02454,no_og
cele1569,CE02455,no_og
cele1570,CE02456,no_og
cele1571,CE02457,og
cele1572,CE24789,no_og
cele1573,CE45202,no_og
cele1574,CE32117,no_og
cele1575,CE31294,og
cele1576,CE43965,og
cele1577,CE15593,no_og
cele1578,CE07967,no_og
cele1579,CE38140,no_og
cele1580,CE38141,no_og
cele1581,CE38142,no_og
cele1582,CE52170,no_og
cele1583,CE43737,no_og
cele1584,CE42311,og
cele1585,CE27662,no_og
cele1586,CE07961,no_og
cele1587,CE43017,no_og
cele1588,CE07963,no_og
cele1589,CE28430,no_og
cele1590,CE44168,no_og
cele1591,CE15594,no_og
cele1592,CE07969,no_og
cele1593,CE43064,no_og
cele1594,CE32303,no_og
cele1595,CE32304,no_og
cele1596,CE44873,no_og
cele1597,CE44842,no_og
cele1598,CE42346,no_og
cele1599,CE43722,no_og
cele1600,CE35953,no_og
cele1601,CE30854,og
cele1602,CE20485,og
cele1603,CE33755,no_og
cele1604,CE40897,no_og
cele1605,CE43416,no_og
cele1606,CE20486,no_og
cele1607,CE32566,no_og
cele1608,CE32567,no_og
cele1609,CE36682,no_og
cele1610,CE35823,no_og
cele1611,CE43402,no_og
cele1612,CE35954,no_og
cele1613,CE00888,no_og
cele1614,CE46024,no_og
cele1615,CE45886,no_og
cele1616,CE40898,no_og
cele1617,CE51288,no_og
cele1618,CE35384,no_og
cele1619,CE28202,no_og
cele1620,CE15599,no_og
cele1621,CE15601,no_og
cele1622,CE17372,no_og
cele1623,CE17373,no_og
cele1624,CE00054,no_og
cele1625,CE29563,og
cele1626,CE00056,no_og
cele1627,CE30481,og
cele1628,CE31407,og
cele1629,CE00060,no_og
cele1630,CE00061,no_og
cele1631,CE30483,no_og
cele1632,CE00063,no_og
cele1633,CE24790,no_og
cele1634,CE46346,no_og
cele1635,CE03945,no_og
cele1636,CE46306,og
cele1637,CE30595,no_og
cele1638,CE35385,no_og
cele1639,CE35386,no_og
cele1640,CE38772,no_og
cele1641,CE03949,no_og
cele1642,CE03950,no_og
cele1643,CE49436,no_og
cele1644,CE03951,no_og
cele1645,CE49402,no_og
cele1646,CE03954,no_og
cele1647,CE34658,no_og
cele1648,CE45526,no_og
cele1649,CE03957,og
cele1650,CE33516,no_og
cele1651,CE49333,no_og
cele1652,CE03959,og
cele1653,CE29026,no_og
cele1654,CE03960,no_og
cele1655,CE03962,no_og
cele1656,CE33361,no_og
cele1657,CE49464,no_og
cele1658,CE29027,og
cele1659,CE29028,no_og
cele1660,CE30484,no_og
cele1661,CE48077,no_og
cele1662,CE41979,no_og
cele1663,CE27054,no_og
cele1664,CE41755,no_og
cele1665,CE03965,no_og
cele1666,CE03967,no_og
cele1667,CE28817,no_og
cele1668,CE33518,og
cele1669,CE34659,no_og
cele1670,CE37188,no_og
cele1671,CE07978,no_og
cele1672,CE07979,no_og
cele1673,CE26867,og
cele1674,CE07981,og
cele1675,CE07982,no_og
cele1676,CE34250,og
cele1677,CE49275,og
cele1678,CE07984,og
cele1679,CE49416,no_og
cele1680,CE07985,no_og
cele1681,CE28203,no_og
cele1682,CE37743,og
cele1683,CE37744,og
cele1684,CE00517,no_og
cele1685,CE30486,no_og
cele1686,CE00549,no_og
cele1687,CE38997,no_og
cele1688,CE38773,no_og
cele1689,CE05229,no_og
cele1690,CE28887,og
cele1691,CE36975,og
cele1692,CE41351,og
cele1693,CE05232,no_og
cele1694,CE15602,og
cele1695,CE43824,og
cele1696,CE05235,og
cele1697,CE52421,no_og
cele1698,CE47283,og
cele1699,CE43048,no_og
cele1700,CE43118,no_og
cele1701,CE29664,no_og
cele1702,CE48365,no_og
cele1703,CE47582,no_og
cele1704,CE47521,no_og
cele1705,CE27668,no_og
cele1706,CE46446,no_og
cele1707,CE47664,no_og
cele1708,CE47535,no_og
cele1709,CE47535,no_og
cele1710,CE40736,no_og
cele1711,CE41501,no_og
cele1712,CE47488,no_og
cele1713,CE31877,no_og
cele1714,CE40014,no_og
cele1715,CE46069,no_og
cele1716,CE45544,no_og
cele1717,CE45590,no_og
cele1718,CE39669,no_og
cele1719,CE07992,no_og
cele1720,CE39670,no_og
cele1721,CE03970,no_og
cele1722,CE30855,no_og
cele1723,CE38483,no_og
cele1724,CE03972,og
cele1725,CE31878,no_og
cele1726,CE40737,og
cele1727,CE36266,no_og
cele1728,CE36267,no_og
cele1729,CE25764,og
cele1730,CE27055,og
cele1731,CE33557,no_og
cele1732,CE43237,no_og
cele1733,CE31408,no_og
cele1734,CE43113,og
cele1735,CE37745,no_og
cele1736,CE00496,no_og
cele1737,CE39219,og
cele1738,CE37746,no_og
cele1739,CE38267,no_og
cele1740,CE00499,og
cele1741,CE36353,og
cele1742,CE36354,og
cele1743,CE39220,og
cele1744,CE46199,og
cele1745,CE33595,og
cele1746,CE02981,no_og
cele1747,CE33970,no_og
cele1748,CE00498,no_og
cele1749,CE31769,no_og
cele1750,CE33596,no_og
cele1751,CE41353,no_og
cele1752,CE00892,no_og
cele1753,CE00893,no_og
cele1754,CE37311,og
cele1755,CE41866,og
cele1756,CE00895,og
cele1757,CE17374,no_og
cele1758,CE48083,no_og
cele1759,CE42633,no_og
cele1760,CE48664,no_og
cele1761,CE27056,no_og
cele1762,CE27057,no_og
cele1763,CE29072,no_og
cele1764,CE39891,no_og
cele1765,CE34663,og
cele1766,CE36628,no_og
cele1767,CE39318,no_og
cele1768,CE06775,og
cele1769,CE06776,og
cele1770,CE15607,no_og
cele1771,CE41502,og
cele1772,CE41503,no_og
cele1773,CE47947,og
cele1774,CE32305,no_og
cele1775,CE02119,no_og
cele1776,CE51953,no_og
cele1777,CE42522,no_og
cele1778,CE35825,no_og
cele1779,CE43336,no_og
cele1780,CE02124,og
cele1781,CE28818,og
cele1782,CE49158,no_og
cele1783,CE47478,og
cele1784,CE48942,no_og
cele1785,CE06779,og
cele1786,CE32571,og
cele1787,CE32572,og
cele1788,CE32573,no_og
cele1789,CE32574,og
cele1790,CE44650,no_og
cele1791,CE06783,no_og
cele1792,CE38998,no_og
cele1793,CE00665,no_og
cele1794,CE33971,no_og
cele1795,CE33597,no_og
cele1796,CE19688,no_og
cele1797,CE33598,no_og
cele1798,CE42659,no_og
cele1799,CE02985,og
cele1800,CE29569,no_og
cele1801,CE52615,no_og
cele1802,CE27669,no_og
cele1803,CE51497,no_og
cele1804,CE51272,no_og
cele1805,CE07993,og
cele1806,CE07994,no_og
cele1807,CE51335,no_og
cele1808,CE07995,no_og
cele1809,CE07996,no_og
cele1810,CE07997,no_og
cele1811,CE51346,no_og
cele1812,CE51270,no_og
cele1813,CE08000,no_og
cele1814,CE51421,no_og
cele1815,CE02986,no_og
cele1816,CE50024,no_og
cele1817,CE27360,og
cele1818,CE34522,no_og
cele1819,CE00756,og
cele1820,CE29074,no_og
cele1821,CE00755,og
cele1822,CE00839,og
cele1823,CE30240,no_og
cele1824,CE03975,no_og
cele1825,CE30241,og
cele1826,CE29075,no_og
cele1827,CE50093,no_og
cele1828,CE08002,og
cele1829,CE39892,no_og
cele1830,CE44330,no_og
cele1831,CE40635,no_og
cele1832,CE06788,no_og
cele1833,CE06789,no_og
cele1834,CE06790,no_og
cele1835,CE46304,no_og
cele1836,CE01471,og
cele1837,CE01472,og
cele1838,CE01473,no_og
cele1839,CE52617,no_og
cele1840,CE27798,og
cele1841,CE36374,og
cele1842,CE30856,og
cele1843,CE36913,og
cele1844,CE01478,og
cele1845,CE01479,og
cele1846,CE05247,no_og
cele1847,CE45392,no_og
cele1848,CE34665,no_og
cele1849,CE38145,no_og
cele1850,CE52129,no_og
cele1851,CE52566,no_og
cele1852,CE31296,no_og
cele1853,CE40899,no_og
cele1854,CE45394,no_og
cele1855,CE45400,no_og
cele1856,CE45408,no_og
cele1857,CE48391,no_og
cele1858,CE40402,no_og
cele1859,CE48349,no_og
cele1860,CE05241,no_og
cele1861,CE37189,no_og
cele1862,CE05242,no_og
cele1863,CE33972,no_og
cele1864,CE51874,og
cele1865,CE45162,og
cele1866,CE51894,og
cele1867,CE05245,og
cele1868,CE46479,no_og
cele1869,CE05246,og
cele1870,CE29076,no_og
cele1871,CE32792,og
cele1872,CE34523,no_og
cele1873,CE39087,no_og
cele1874,CE52618,no_og
cele1875,CE25765,no_og
cele1876,CE41610,no_og
cele1877,CE39671,no_og
cele1878,CE40545,no_og
cele1879,CE35225,no_og
cele1880,CE36976,no_og
cele1881,CE48519,no_og
cele1882,CE08004,no_og
cele1883,CE34666,no_og
cele1884,CE39672,no_og
cele1885,CE08015,no_og
cele1886,CE08004,no_og
cele1887,CE38679,no_og
cele1888,CE38680,no_og
cele1889,CE28531,no_og
cele1890,CE08009,no_og
cele1891,CE08010,no_og
cele1892,CE08011,no_og
cele1893,CE39129,no_og
cele1894,CE39673,no_og
cele1895,CE42511,no_og
cele1896,CE42985,no_og
cele1897,CE41354,no_og
cele1898,CE42999,no_og
cele1899,CE42920,no_og
cele1900,CE34668,no_og
cele1901,CE52235,no_og
cele1902,CE52235,no_og
cele1903,CE08017,no_og
cele1904,CE31770,no_og
cele1905,CE38681,no_og
cele1906,CE51349,no_og
cele1907,CE08018,no_og
cele1908,CE27059,no_og
cele1909,CE31771,no_og
cele1910,CE46867,no_og
cele1911,CE47037,no_og
cele1912,CE08021,no_og
cele1913,CE51370,no_og
cele1914,CE46436,no_og
cele1915,CE17387,no_og
cele1916,CE17388,no_og
cele1917,CE17389,no_og
cele1918,CE27799,no_og
cele1919,CE46121,no_og
cele1920,CE46232,no_og
cele1921,CE40495,no_og
cele1922,CE44569,no_og
cele1923,CE34524,no_og
cele1924,CE17383,no_og
cele1925,CE47854,no_og
cele1926,CE17384,no_og
cele1927,CE17385,og
cele1928,CE35388,no_og
cele1929,CE46171,no_og
cele1930,CE05248,og
cele1931,CE45776,no_og
cele1932,CE05249,og
cele1933,CE45714,no_og
cele1934,CE30596,no_og
cele1935,CE05250,no_og
cele1936,CE47358,og
cele1937,CE47233,no_og
cele1938,CE46146,no_og
cele1939,CE05253,no_og
cele1940,CE40190,no_og
cele1941,CE18491,og
cele1942,CE34670,no_og
cele1943,CE34671,no_og
cele1944,CE34672,no_og
cele1945,CE46215,no_og
cele1946,CE51225,no_og
cele1947,CE42057,no_og
cele1948,CE46754,no_og
cele1949,CE46789,no_og
cele1950,CE19694,no_og
cele1951,CE31155,no_og
cele1952,CE24793,no_og
cele1953,CE02987,no_og
cele1954,CE02995,no_og
cele1955,CE02996,no_og
cele1956,CE02997,no_og
cele1957,CE44408,og
cele1958,CE02999,no_og
cele1959,CE34673,no_og
cele1960,CE42939,og
cele1961,CE45713,no_og
cele1962,CE23530,og
cele1963,CE42683,no_og
cele1964,CE47030,og
cele1965,CE37608,no_og
cele1966,CE35826,no_og
cele1967,CE02990,no_og
cele1968,CE45789,no_og
cele1969,CE43242,no_og
cele1970,CE02993,no_og
cele1971,CE28532,og
cele1972,CE30332,og
cele1973,CE17391,og
cele1974,CE42986,no_og
cele1975,CE52611,no_og
cele1976,CE52472,no_og
cele1977,CE52532,no_og
cele1978,CE30857,og
cele1979,CE52502,og
cele1980,CE02463,no_og
cele1981,CE30242,og
cele1982,CE02465,no_og
cele1983,CE02466,og
cele1984,CE33558,og
cele1985,CE37953,no_og
cele1986,CE27670,og
cele1987,CE06792,og
cele1988,CE33559,og
cele1989,CE33561,no_og
cele1990,CE30243,no_og
cele1991,CE06793,no_og
cele1992,CE06794,no_og
cele1993,CE44268,no_og
cele1994,CE06796,no_og
cele1995,CE06798,no_og
cele1996,CE49443,no_og
cele1997,CE47744,no_og
cele1998,CE38774,no_og
cele1999,CE49322,no_og
cele2000,CE02468,og
cele2001,CE30426,no_og
cele2002,CE34251,no_og
cele2003,CE34252,no_og
cele2004,CE37701,no_og
cele2005,CE37702,no_og
cele2006,CE37703,no_og
cele2007,CE52389,no_og
cele2008,CE52068,no_og
cele2009,CE52386,no_og
cele2010,CE52284,no_og
cele2011,CE52154,no_og
cele2012,CE52202,no_og
cele2013,CE52124,no_og
cele2014,CE52393,no_og
cele2015,CE52289,no_og
cele2016,CE52385,no_og
cele2017,CE48334,og
cele2018,CE27671,og
cele2019,CE37705,og
cele2020,CE08031,no_og
cele2021,CE27672,no_og
cele2022,CE34254,no_og
cele2023,CE34255,no_og
cele2024,CE34256,no_og
cele2025,CE08034,og
cele2026,CE41194,no_og
cele2027,CE45565,no_og
cele2028,CE30244,og
cele2029,CE30245,no_og
cele2030,CE32793,og
cele2031,CE42538,og
cele2032,CE43356,og
cele2033,CE48123,og
cele2034,CE48105,og
cele2035,CE48188,og
cele2036,CE48125,og
cele2037,CE48096,og
cele2038,CE49426,no_og
cele2039,CE49298,og
cele2040,CE08038,og
cele2041,CE08039,og
cele2042,CE38268,no_og
cele2043,CE38269,no_og
cele2044,CE38270,og
cele2045,CE52536,no_og
cele2046,CE25766,no_og
cele2047,CE38586,no_og
cele2048,CE25767,no_og
cele2049,CE23536,no_og
cele2050,CE25768,no_og
cele2051,CE43000,no_og
cele2052,CE25771,no_og
cele2053,CE52557,no_og
cele2054,CE52614,no_og
cele2055,CE32121,no_og
cele2056,CE50020,no_og
cele2057,CE31299,no_og
cele2058,CE19348,no_og
cele2059,CE32123,no_og
cele2060,CE19349,no_og
cele2061,CE52458,no_og
cele2062,CE08036,og
cele2063,CE48857,og
cele2064,CE48972,no_og
cele2065,CE48585,no_og
cele2066,CE08040,no_og
cele2067,CE31409,no_og
cele2068,CE33973,no_og
cele2069,CE44860,no_og
cele2070,CE52548,no_og
